"","Country","Error","Target","TargNum","BiG100","GenFem","Age","Education","SES","PoliticsC","RelID"
"5210","Finland",0,"Religious",0,1,0,27,4,6,NA,"3"
"5311","Finland",0,"Religious",0,1,0,32,7,8,NA,"3"
"5411","Finland",1,"Religious",0,30,1,36,4,7,NA,"9"
"5511","Finland",1,"Religious",0,28,0,22,3,5,NA,"10"
"5611","Finland",0,"Religious",0,75,1,23,3,8,NA,"10"
"5710","Finland",0,"Religious",0,0,0,29,4,7,NA,"3"
"5811","Finland",0,"Religious",0,1,1,33,4,5,NA,"3"
"5911","Finland",0,"Religious",0,0,1,25,4,7,NA,"11"
"6011","Finland",0,"Religious",0,100,1,42,4,6,NA,"3"
"6111","Finland",0,"Religious",0,0,1,20,2,5,NA,"12"
"6211","Finland",1,"Religious",0,50,1,30,4,7,NA,"3"
"6311","Finland",1,"Religious",0,0,1,20,1,8,NA,"3"
"6410","Finland",0,"Religious",0,50,0,26,1,NA,NA,"10"
"6511","Finland",1,"Religious",0,100,1,55,3,6,NA,"11"
"6611","Finland",0,"Religious",0,100,1,23,3,6,NA,"9"
"6710","Finland",0,"Religious",0,0,0,37,4,9,NA,"9"
"6810","Finland",0,"Religious",0,2,1,28,3,4,NA,"12"
"6910","Finland",0,"Religious",0,5,1,39,3,6,NA,"3"
"7011","Finland",0,"Religious",0,0,1,30,2,3,NA,"9"
"7111","Finland",0,"Religious",0,9,NA,38,4,4,NA,"9"
"7211","Finland",1,"Religious",0,90,1,26,4,5,NA,"10"
"7310","Finland",0,"Religious",0,0,1,26,2,5,NA,"11"
"7710","Finland",0,"Religious",0,50,1,26,4,7,NA,"12"
"7811","Finland",0,"Religious",0,0,0,26,4,6,NA,"10"
"7911","Finland",0,"Religious",0,10,1,22,3,7,NA,"3"
"8011","Finland",0,"Religious",0,72,1,27,4,6,NA,"9"
"8111","Finland",0,"Religious",0,0,1,22,3,6,NA,"3"
"8210","Finland",0,"Religious",0,66,0,26,4,6,NA,"9"
"8310","Finland",1,"Religious",0,50,0,24,3,6,NA,"3"
"8411","Finland",1,"Religious",0,60,1,30,4,6,NA,"3"
"8511","Finland",0,"Religious",0,0,0,30,4,3,NA,"9"
"8611","Finland",0,"Religious",0,5,1,46,4,7,NA,"11"
"8710","Finland",1,"Religious",0,10,1,20,2,5,NA,"3"
"8810","Finland",NA,"Religious",0,0,1,25,4,7,NA,"3"
"89","Finland",0,"Religious",0,10,1,23,4,7,NA,"3"
"9010","Finland",1,"Religious",0,100,1,23,3,7,NA,"3"
"9111","Finland",0,"Religious",0,100,1,27,4,6,NA,"3"
"9211","Finland",0,"Religious",0,30,1,31,4,3,NA,"3"
"9311","Finland",0,"Religious",0,1,0,35,4,6,NA,"9"
"9410","Finland",0,"Religious",0,10,1,24,3,7,NA,"9"
"9510","Finland",0,"Religious",0,50,0,45,4,8,NA,"12"
"9610","Finland",0,"Religious",0,51,1,30,4,6,NA,"9"
"9711","Finland",0,"Religious",0,1,NA,26,1,5,NA,"3"
"9810","Finland",1,"Religious",0,0,0,25,4,6,NA,"3"
"9911","Finland",0,"Religious",0,50,1,18,4,7,NA,"3"
"10011","Finland",1,"Religious",0,75,1,37,4,6,NA,"9"
"10111","Finland",1,"Religious",0,55,1,25,4,7,NA,"9"
"10211","Finland",1,"Religious",0,80,1,25,2,6,NA,"9"
"1038","Finland",0,"Religious",0,100,1,21,3,6,NA,"11"
"1042","Finland",NA,"Religious",0,10,1,29,4,2,NA,"3"
"1052","Finland",0,"Religious",0,0,1,25,4,5,NA,"11"
"1062","Finland",0,"Religious",0,1,1,23,3,4,NA,"9"
"1072","Finland",0,"Religious",0,15,1,19,1,7,NA,"9"
"1081","Finland",0,"Religious",0,3,1,23,3,6,NA,"11"
"1092","Finland",0,"Religious",0,1,1,28,4,7,NA,"11"
"1103","Finland",0,"Religious",0,0,1,23,4,5,NA,"3"
"1113","Finland",1,"Religious",0,20,1,24,2,5,NA,"3"
"1121","Finland",0,"Religious",0,5,1,20,3,7,NA,"11"
"1131","Finland",1,"Religious",0,60,1,22,3,7,NA,"3"
"1142","Finland",0,"Religious",0,80,1,24,3,6,NA,"9"
"1152","Finland",0,"Religious",0,50,0,32,4,9,NA,"3"
"1162","Finland",0,"Religious",0,60,1,18,1,4,NA,"3"
"1172","Finland",0,"Religious",0,49,1,25,1,6,NA,"11"
"1181","Finland",0,"Religious",0,100,1,24,4,7,NA,"9"
"1191","Finland",0,"Religious",0,5,0,23,2,8,NA,"9"
"1201","Finland",1,"Religious",0,0,1,23,3,4,NA,"3"
"1212","Finland",0,"Religious",0,0,0,22,3,7,NA,"3"
"1221","Finland",0,"Religious",0,2,0,25,2,5,NA,"10"
"1231","Finland",0,"Religious",0,51,0,23,1,7,NA,"3"
"1242","Finland",1,"Religious",0,10,1,26,6,6,NA,"3"
"1252","Finland",0,"Religious",0,0,0,32,4,7,NA,"3"
"1261","Finland",1,"Religious",0,100,1,23,4,7,NA,"3"
"1272","Finland",0,"Religious",0,20,1,22,2,4,NA,"11"
"1282","Finland",0,"Religious",0,90,0,22,2,5,NA,"3"
"1292","Finland",1,"Religious",0,80,1,21,1,6,NA,"3"
"1302","Finland",0,"Religious",0,10,1,20,3,6,NA,"3"
"1312","Finland",0,"Religious",0,37,0,35,7,NA,NA,"9"
"1322","Finland",0,"Religious",0,25,1,26,4,6,NA,"9"
"1331","Finland",0,"Religious",0,40,1,19,3,6,NA,"3"
"1342","Finland",0,"Religious",0,0,1,30,3,7,NA,"3"
"1352","Finland",0,"Religious",0,0,1,22,2,6,NA,"10"
"1362","Finland",1,"Religious",0,99,0,61,1,3,NA,"11"
"1372","Finland",0,"Religious",0,50,1,27,4,6,NA,"9"
"1381","Finland",0,"Religious",0,0,NA,22,3,5,NA,"3"
"1392","Finland",0,"Religious",0,10,0,45,4,7,NA,"3"
"1402","Finland",0,"Religious",0,1,1,22,4,4,NA,"9"
"1412","Finland",0,"Religious",0,30,0,24,6,9,NA,"9"
"142","Finland",0,"Religious",0,65,1,21,2,2,NA,"3"
"1431","Finland",0,"Religious",0,1,1,22,3,5,NA,"3"
"144","Finland",0,"Religious",0,0,1,20,1,2,NA,"10"
"1451","Finland",0,"Religious",0,84,1,21,2,4,NA,"3"
"1462","Finland",0,"Religious",0,50,0,23,3,8,NA,"9"
"1472","Finland",0,"Religious",0,0,0,26,4,6,NA,"3"
"1482","Finland",1,"Religious",0,0,1,29,3,7,NA,"3"
"1491","Finland",0,"Religious",0,0,1,30,4,8,NA,"3"
"1502","Finland",1,"Religious",0,100,0,28,4,7,NA,"9"
"1512","Finland",0,"Religious",0,5,1,28,4,6,NA,"3"
"1522","Finland",0,"Religious",0,10,1,25,4,8,NA,"9"
"15310","Finland",0,"Religious",0,10,1,42,4,7,NA,"3"
"15411","Finland",0,"Religious",0,50,0,27,4,8,NA,"3"
"15511","Finland",0,"Religious",0,0,1,31,4,7,NA,"10"
"15611","Finland",1,"Religious",0,2,1,22,3,4,NA,"3"
"15711","Finland",0,"Religious",0,98,1,23,4,7,NA,"9"
"15811","Finland",0,"Religious",0,0,1,28,4,7,NA,"3"
"15911","Finland",1,"Religious",0,60,1,25,4,6,NA,"3"
"16011","Finland",0,"Religious",0,1,1,24,4,7,NA,"3"
"16111","Finland",0,"Religious",0,100,1,31,3,2,NA,"10"
"16211","Finland",0,"Religious",0,20,1,23,3,6,NA,"10"
"16311","Finland",0,"Religious",0,19,1,28,2,3,NA,"3"
"16410","Finland",0,"Religious",0,0,1,23,4,3,NA,"9"
"16510","Finland",1,"Religious",0,0,0,48,6,5,NA,"9"
"16611","Finland",0,"Religious",0,85,1,22,3,6,NA,"3"
"16710","Finland",0,"Religious",0,50,1,23,4,7,NA,"3"
"16811","Finland",0,"Religious",0,5,0,51,4,6,NA,"3"
"1695","Finland",0,"Religious",0,85,1,19,2,6,NA,"10"
"1702","Finland",0,"Religious",0,100,1,26,4,7,NA,"3"
"1713","Finland",0,"Religious",0,100,0,43,3,8,NA,"12"
"1722","Finland",0,"Religious",0,20,1,22,3,5,NA,"3"
"1731","Finland",1,"Religious",0,100,1,23,3,6,NA,"3"
"1741","Finland",1,"Religious",0,100,0,24,4,6,NA,"11"
"1752","Finland",1,"Religious",0,100,1,31,4,8,NA,"9"
"1761","Finland",0,"Religious",0,50,1,29,4,6,NA,"3"
"1772","Finland",0,"Religious",0,50,1,49,4,6,NA,"3"
"1782","Finland",1,"Religious",0,0,1,29,4,7,NA,"9"
"1792","Finland",0,"Religious",0,62,1,21,1,3,NA,"10"
"1802","Finland",1,"Religious",0,100,1,29,4,5,NA,"11"
"1812","Finland",0,"Religious",0,0,0,25,3,7,NA,"10"
"1822","Finland",1,"Religious",0,0,1,26,2,5,NA,"3"
"1832","Finland",0,"Religious",0,50,1,21,1,6,NA,"3"
"1842","Finland",0,"Religious",0,50,1,25,4,5,NA,"6"
"1852","Finland",0,"Religious",0,60,0,22,3,4,NA,"11"
"1861","Finland",0,"Religious",0,90,1,21,2,9,NA,"10"
"1872","Finland",0,"Religious",0,3,0,26,7,5,NA,"10"
"1881","Finland",0,"Religious",0,30,1,20,3,6,NA,"10"
"1892","Finland",0,"Religious",0,0,0,20,3,6,NA,"10"
"1902","Finland",0,"Religious",0,1,1,22,2,6,NA,"3"
"1912","Finland",0,"Religious",0,1,1,26,3,7,NA,"10"
"1922","Finland",0,"Religious",0,1,1,26,4,4,NA,"3"
"1931","Finland",1,"Religious",0,97,1,25,1,6,NA,"9"
"1942","Finland",1,"Religious",0,30,1,27,4,6,NA,"11"
"1952","Finland",0,"Religious",0,90,1,23,3,7,NA,"9"
"1961","Finland",0,"Religious",0,2,1,23,4,6,NA,"3"
"1971","Finland",0,"Religious",0,30,0,26,4,6,NA,"9"
"1981","Finland",0,"Religious",0,100,1,24,4,NA,NA,"9"
"1991","Finland",0,"Religious",0,100,1,27,3,4,NA,"3"
"2001","Finland",0,"Religious",0,0,1,28,4,4,NA,"12"
"201","Finland",0,"Religious",0,0,1,29,4,6,NA,"11"
"2021","Finland",0,"Religious",0,20,1,43,4,7,NA,"3"
"2031","Finland",0,"Religious",0,20,1,28,4,7,NA,"11"
"2041","Finland",0,"Religious",0,20,0,26,4,7,NA,"9"
"2051","Finland",0,"Religious",0,0,0,25,3,3,NA,"11"
"2061","Finland",0,"Religious",0,10,1,24,4,7,NA,"3"
"2071","Finland",0,"Religious",0,5,1,33,4,7,NA,"3"
"2081","Finland",0,"Religious",0,20,0,26,4,6,NA,"9"
"2091","Finland",1,"Religious",0,50,1,25,3,7,NA,"9"
"2102","Finland",0,"Religious",0,7,1,22,1,8,NA,"10"
"2111","Finland",0,"Religious",0,1,1,23,4,6,NA,"3"
"2121","Finland",0,"Religious",0,5,1,19,3,3,NA,"3"
"2131","Finland",0,"Religious",0,0,1,24,4,5,NA,"3"
"2141","Finland",0,"Religious",0,10,1,26,3,6,NA,"3"
"2151","Finland",1,"Religious",0,59,1,20,1,7,NA,"3"
"2161","Finland",0,"Religious",0,0,1,24,2,6,NA,"3"
"2171","Finland",1,"Religious",0,100,1,20,3,6,NA,"12"
"218","Finland",0,"Religious",0,40,1,26,4,7,NA,"3"
"2191","Finland",0,"Religious",0,1,0,33,4,7,NA,"9"
"220","Finland",0,"Religious",0,50,1,27,6,3,NA,"9"
"221","Finland",0,"Religious",0,30,1,24,4,6,NA,"10"
"222","Finland",0,"Religious",0,0,1,51,3,6,NA,"3"
"223","Finland",0,"Religious",0,0,1,26,6,8,NA,"10"
"224","Finland",0,"Religious",0,0,1,36,4,4,NA,"3"
"225","Finland",0,"Religious",0,50,1,34,4,6,NA,"10"
"226","Finland",0,"Religious",0,1,1,21,3,7,NA,"3"
"227","Finland",1,"Religious",0,100,1,27,4,9,NA,"3"
"228","Finland",0,"Religious",0,0,0,24,4,5,NA,"3"
"229","Finland",0,"Religious",0,60,1,21,2,8,NA,"3"
"230","Finland",1,"Religious",0,100,1,25,4,4,NA,"3"
"231","Finland",0,"Religious",0,60,1,21,2,8,NA,"3"
"232","Finland",0,"Religious",0,60,1,21,2,8,NA,"9"
"233","Finland",0,"Religious",0,60,1,21,2,8,NA,"3"
"234","Finland",1,"Religious",0,20,1,26,4,6,NA,"3"
"235","Finland",0,"Religious",0,5,1,32,4,7,NA,"3"
"236","Finland",0,"Religious",0,75,0,27,4,7,NA,"9"
"237","Finland",0,"Religious",0,2,1,32,4,7,NA,"12"
"238","Finland",0,"Religious",0,0,1,22,4,8,NA,"3"
"239","Finland",0,"Religious",0,2,1,20,3,4,NA,"3"
"240","Finland",1,"Religious",0,2,0,21,2,7,NA,"10"
"241","Finland",1,"Religious",0,20,1,24,3,7,NA,"10"
"242","Finland",1,"Religious",0,1,1,22,3,9,NA,"3"
"243","Finland",0,"Religious",0,8,0,26,2,6,NA,"3"
"244","Finland",0,"Religious",0,0,1,26,3,2,NA,"9"
"245","Finland",0,"Religious",0,15,1,32,3,6,NA,"11"
"246","Finland",0,"Religious",0,7,1,26,3,5,NA,"9"
"247","Finland",0,"Religious",0,3,1,27,3,6,NA,"9"
"248","Finland",0,"Religious",0,1,NA,18,1,NA,NA,"10"
"249","Finland",1,"Religious",0,0,0,34,4,7,NA,"11"
"250","Finland",0,"Religious",0,0,0,39,3,5,NA,"9"
"251","Finland",0,"Religious",0,0,1,24,1,6,NA,"9"
"252","Finland",0,"Religious",0,50,0,30,4,8,NA,"3"
"253","Finland",0,"Religious",0,1,1,30,4,7,NA,"3"
"254","Finland",0,"Religious",0,0,0,37,7,8,NA,"9"
"255","Finland",0,"Religious",0,90,1,24,1,6,NA,"3"
"256","Finland",0,"Religious",0,30,1,31,4,6,NA,"3"
"257","Finland",0,"Religious",0,16,1,24,2,5,NA,"3"
"258","Finland",1,"Religious",0,75,0,29,1,6,NA,"3"
"259","Finland",1,"Religious",0,10,1,44,3,8,NA,"3"
"260","Finland",1,"Religious",0,64,1,24,4,9,NA,"3"
"261","Finland",0,"Religious",0,0,1,25,4,6,NA,"12"
"262","Finland",1,"Religious",0,100,1,50,4,3,NA,"6"
"263","Finland",0,"Religious",0,10,1,28,6,7,NA,"9"
"264","Finland",1,"Religious",0,0,0,34,4,7,NA,"3"
"265","Finland",0,"Religious",0,100,1,26,4,4,NA,"9"
"266","Finland",0,"Religious",0,19,1,21,2,5,NA,"9"
"267","Finland",1,"Religious",0,1,0,28,2,2,NA,"3"
"268","Finland",0,"Religious",0,0,1,24,2,6,NA,"3"
"269","Finland",0,"Religious",0,2,0,22,4,6,NA,"11"
"270","Finland",0,"Religious",0,6,1,24,3,6,NA,"3"
"271","Finland",0,"Religious",0,50,0,31,3,6,NA,"11"
"272","Finland",0,"Religious",0,50,1,26,4,7,NA,"9"
"273","Finland",1,"Religious",0,40,1,33,3,6,NA,"9"
"274","Finland",0,"Religious",0,50,1,39,4,7,NA,"3"
"275","Finland",1,"Religious",0,0,0,28,4,5,NA,"3"
"276","Finland",0,"Religious",0,1,NA,29,4,4,NA,"9"
"277","Finland",1,"Religious",0,75,0,21,2,3,NA,"9"
"278","Finland",1,"Religious",0,80,1,44,4,5,NA,"3"
"279","Finland",0,"Religious",0,1,1,19,3,3,NA,"3"
"280","Finland",0,"Religious",0,25,1,24,1,6,NA,"3"
"281","Finland",1,"Religious",0,15,1,20,3,8,NA,"9"
"282","Finland",0,"Religious",0,100,1,24,1,5,NA,"9"
"283","Finland",0,"Religious",0,100,1,22,1,5,NA,"3"
"284","Finland",0,"Religious",0,1,0,23,3,5,NA,"3"
"285","Finland",0,"Religious",0,1,0,28,4,6,NA,"9"
"286","Finland",0,"Religious",0,30,1,24,4,4,NA,"9"
"287","Finland",0,"Religious",0,35,0,22,6,6,NA,"11"
"288","Finland",0,"Religious",0,25,1,20,2,5,NA,"9"
"289","Finland",0,"Religious",0,0,1,24,2,7,NA,"3"
"290","Finland",0,"Religious",0,15,1,21,3,5,NA,"3"
"291","Finland",0,"Religious",0,2,1,27,4,7,NA,"10"
"292","Finland",1,"Religious",0,99,1,45,2,7,NA,"10"
"293","Finland",0,"Religious",0,100,1,21,3,7,NA,"10"
"294","Finland",0,"Religious",0,0,0,25,6,6,NA,"10"
"295","Finland",0,"Religious",0,7,1,19,2,5,NA,"3"
"296","Finland",0,"Religious",0,0,0,35,2,3,NA,"9"
"297","Finland",0,"Religious",0,0,1,31,4,3,NA,"3"
"298","Finland",1,"Religious",0,80,1,19,2,6,NA,"3"
"299","Finland",0,"Religious",0,4,0,30,2,5,NA,"3"
"300","Finland",1,"Religious",0,50,1,35,1,6,NA,"11"
"301","Finland",1,"Religious",0,65,1,30,7,6,NA,"9"
"302","Finland",0,"Religious",0,50,1,21,2,4,NA,"9"
"303","Finland",0,"Religious",0,77,1,20,3,4,NA,"3"
"304","Finland",0,"Religious",0,5,1,23,3,8,NA,"3"
"305","Finland",0,"Religious",0,25,1,27,3,5,NA,"3"
"306","Finland",1,"Religious",0,55,1,20,3,5,NA,"9"
"307","Finland",1,"Religious",0,60,1,23,4,8,NA,"10"
"308","Finland",0,"Religious",0,50,1,20,1,5,NA,"3"
"309","Finland",0,"Religious",0,1,1,29,3,6,NA,"10"
"310","Finland",0,"Religious",0,0,0,25,3,7,NA,"9"
"311","Finland",1,"Religious",0,50,1,21,3,5,NA,"3"
"312","Finland",0,"Religious",0,1,0,24,2,7,NA,"10"
"313","Finland",0,"Religious",0,0,0,31,4,7,NA,"10"
"314","Finland",1,"Religious",0,75,1,24,2,7,NA,"9"
"315","Finland",0,"Religious",0,5,1,24,4,7,NA,"10"
"316","Finland",0,"Religious",0,1,0,42,4,8,NA,"3"
"317","Finland",0,"Religious",0,0,0,41,2,7,NA,"9"
"318","Finland",0,"Religious",0,1,0,36,3,7,NA,"3"
"319","Finland",0,"Religious",0,1,1,22,2,5,NA,"9"
"320","Finland",0,"Religious",0,50,1,26,4,6,NA,"9"
"321","Finland",1,"Religious",0,74,1,21,2,7,NA,"12"
"322","Finland",1,"Religious",0,30,1,25,2,5,NA,"3"
"323","Finland",0,"Religious",0,3,1,27,4,3,NA,"10"
"324","Finland",0,"Religious",0,50,0,39,1,6,NA,"10"
"325","Finland",0,"Religious",0,60,1,26,3,7,NA,"3"
"326","Finland",0,"Religious",0,5,0,19,1,9,NA,"3"
"327","Finland",0,"Religious",0,0,1,22,4,8,NA,"3"
"328","Finland",0,"Religious",0,5,1,29,4,5,NA,"3"
"330","Finland",0,"Religious",0,50,1,19,3,4,NA,"3"
"331","Finland",0,"Religious",0,88,0,26,4,7,NA,"3"
"332","Finland",0,"Religious",0,0,1,23,2,5,NA,"6"
"333","Finland",1,"Religious",0,10,1,21,3,9,NA,"3"
"334","Finland",0,"Religious",0,99,0,26,6,6,NA,"3"
"335","Finland",0,"Religious",0,1,0,24,3,6,NA,"11"
"336","Finland",1,"Religious",0,100,1,32,6,6,NA,"9"
"337","Finland",0,"Religious",0,11,1,26,4,6,NA,"11"
"338","Finland",0,"Religious",0,50,0,24,4,5,NA,"9"
"339","Finland",0,"Religious",0,3,0,28,4,8,NA,"3"
"340","Finland",0,"Religious",0,4,1,19,1,3,NA,"11"
"341","Finland",0,"Religious",0,1,1,30,4,7,NA,"3"
"342","Finland",1,"Religious",0,100,1,20,1,4,NA,"3"
"343","Finland",1,"Religious",0,50,1,38,4,5,NA,"9"
"344","Finland",1,"Religious",0,75,1,70,4,7,NA,"9"
"345","Finland",0,"Religious",0,90,0,35,4,7,NA,"9"
"346","Finland",0,"Religious",0,10,1,23,3,8,NA,"9"
"347","Finland",0,"Religious",0,5,0,34,1,3,NA,"3"
"348","Finland",0,"Religious",0,5,0,24,2,7,NA,"3"
"349","Finland",0,"Religious",0,10,0,37,4,5,NA,"10"
"350","Finland",0,"Religious",0,99,1,23,4,5,NA,"3"
"351","Finland",1,"Religious",0,50,1,23,3,7,NA,"9"
"352","Finland",0,"Religious",0,2,0,35,2,4,NA,"9"
"353","Finland",0,"Religious",0,90,1,31,3,6,NA,"10"
"354","Finland",1,"Religious",0,0,0,35,3,5,NA,"10"
"355","Finland",0,"Religious",0,20,0,33,4,3,NA,"10"
"356","Finland",0,"Religious",0,0,1,24,4,5,NA,"11"
"357","Finland",0,"Religious",0,1,0,24,3,5,NA,"3"
"358","Finland",0,"Religious",0,1,1,32,4,3,NA,"12"
"359","Finland",1,"Religious",0,22,1,27,4,5,NA,"9"
"360","Finland",0,"Religious",0,51,1,24,3,8,NA,"9"
"361","Finland",0,"Religious",0,0,0,26,4,7,NA,"9"
"362","Finland",0,"Religious",0,1,0,31,4,5,NA,"11"
"363","Finland",0,"Religious",0,0,1,41,4,7,NA,"3"
"364","Finland",0,"Religious",0,3,1,25,6,6,NA,"10"
"365","Finland",0,"Religious",0,10,1,22,3,4,NA,"10"
"366","Finland",0,"Religious",0,1,1,22,2,3,NA,"3"
"367","Finland",0,"Religious",0,0,0,26,4,8,NA,"11"
"368","Finland",0,"Religious",0,0,1,21,3,5,NA,"9"
"369","Finland",0,"Religious",0,100,0,21,3,5,NA,"11"
"370","Finland",0,"Religious",0,25,1,34,4,7,NA,"3"
"371","Finland",0,"Religious",0,1,1,55,6,5,NA,"3"
"372","Finland",0,"Religious",0,50,0,31,3,9,NA,"9"
"373","Finland",1,"Religious",0,100,1,38,6,6,NA,"9"
"374","Finland",1,"Religious",0,100,1,25,3,3,NA,"10"
"375","Finland",0,"Religious",0,10,1,21,2,6,NA,"3"
"376","Finland",NA,"Religious",0,49,0,26,3,5,NA,"3"
"377","Finland",1,"Religious",0,15,1,19,3,8,NA,"11"
"378","Finland",0,"Religious",0,51,1,20,2,7,NA,"3"
"379","Finland",0,"Religious",0,75,1,22,2,6,NA,"10"
"380","Finland",0,"Religious",0,18,1,23,2,7,NA,"9"
"381","Finland",0,"Religious",0,10,1,21,2,5,NA,"9"
"382","Finland",0,"Religious",0,0,1,45,4,6,NA,"10"
"383","Finland",0,"Religious",0,0,1,57,4,4,NA,"3"
"384","Finland",1,"Religious",0,0,1,21,2,5,NA,"9"
"385","Finland",0,"Religious",0,5,1,22,4,5,NA,"3"
"386","Finland",NA,"Religious",0,10,1,53,3,6,NA,"3"
"387","Finland",0,"Religious",0,10,0,22,2,6,NA,"10"
"388","Finland",1,"Religious",0,100,1,32,4,7,NA,"3"
"389","Finland",1,"Religious",0,100,1,21,2,7,NA,"10"
"390","Finland",0,"Religious",0,0,1,29,2,4,NA,"3"
"391","Finland",1,"Religious",0,80,1,53,3,5,NA,"9"
"392","Finland",0,"Religious",0,1,1,24,3,2,NA,"11"
"393","Finland",0,"Religious",0,53,1,45,3,7,NA,"11"
"394","Finland",0,"Religious",0,50,0,22,1,6,NA,"10"
"395","Finland",0,"Religious",0,50,1,20,3,4,NA,"3"
"396","Finland",0,"Religious",0,1,0,32,4,2,NA,"3"
"397","Finland",0,"Religious",0,0,0,28,6,8,NA,"10"
"398","Finland",0,"Religious",0,2,1,29,4,6,NA,"3"
"399","Finland",1,"Religious",0,50,1,23,4,6,NA,"11"
"400","Finland",0,"Religious",0,0,1,30,4,6,NA,"3"
"401","Finland",1,"Religious",0,99,1,20,3,6,NA,"3"
"402","Finland",1,"Religious",0,30,1,20,3,5,NA,"9"
"403","Finland",0,"Religious",0,90,1,26,1,2,NA,"3"
"404","Finland",1,"Religious",0,100,1,35,4,7,NA,"9"
"405","Finland",0,"Religious",0,1,1,27,4,7,NA,"3"
"406","Finland",1,"Religious",0,33,1,27,1,6,NA,"3"
"407","Finland",0,"Religious",0,50,0,25,1,5,NA,"9"
"408","Finland",0,"Religious",0,90,1,22,3,4,NA,"3"
"409","Finland",0,"Religious",0,0,1,25,4,6,NA,"9"
"410","Finland",0,"Religious",0,10,1,23,2,8,NA,"12"
"411","Finland",1,"Religious",0,10,1,20,3,7,NA,"12"
"412","Finland",0,"Religious",0,0,1,25,4,7,NA,"3"
"413","Finland",0,"Religious",0,50,0,27,3,5,NA,"10"
"414","Finland",0,"Religious",0,90,1,22,1,5,NA,"3"
"415","Finland",1,"Religious",0,50,1,22,1,8,NA,"3"
"416","Finland",0,"Religious",0,0,1,25,4,7,NA,"3"
"417","Finland",1,"Religious",0,100,1,23,4,7,NA,"3"
"418","Finland",1,"Religious",0,15,1,24,4,8,NA,"11"
"419","Finland",0,"Religious",0,15,0,27,1,4,NA,"9"
"420","Finland",1,"Religious",0,95,1,21,3,6,NA,"9"
"421","Finland",0,"Religious",0,15,1,30,4,7,NA,"3"
"422","Finland",0,"Religious",0,47,1,27,4,2,NA,"11"
"423","Finland",0,"Religious",0,0,1,25,4,7,NA,"9"
"424","Finland",0,"Religious",0,30,1,21,1,4,NA,"9"
"425","Finland",0,"Religious",0,5,0,24,3,5,NA,"10"
"426","Finland",0,"Religious",0,20,0,24,3,3,NA,"3"
"427","Finland",0,"Religious",0,20,1,26,4,6,NA,"10"
"428","Finland",0,"Religious",0,5,1,31,4,5,NA,"9"
"429","Finland",0,"Religious",0,2,0,28,3,7,NA,"12"
"430","Finland",0,"Religious",0,5,1,22,1,7,NA,"3"
"431","Finland",0,"Religious",0,50,1,25,2,6,NA,"3"
"432","Finland",0,"Religious",0,85,1,29,4,5,NA,"3"
"433","Finland",0,"Religious",0,70,1,26,4,7,NA,"10"
"434","Finland",0,"Religious",0,100,1,26,3,7,NA,"9"
"435","Finland",0,"Religious",0,55,1,23,3,8,NA,"9"
"436","Finland",1,"Religious",0,0,1,27,3,3,NA,"11"
"437","Finland",0,"Religious",0,1,1,36,4,7,NA,"10"
"438","Finland",1,"Religious",0,0,1,24,4,7,NA,"10"
"439","Finland",1,"Religious",0,2,0,23,3,6,NA,"10"
"440","Finland",1,"Religious",0,0,1,33,4,4,NA,"3"
"441","Finland",0,"Religious",0,1,1,25,3,8,NA,"3"
"442","Finland",0,"Religious",0,0,1,31,4,6,NA,"3"
"443","Finland",1,"Religious",0,75,1,22,1,5,NA,"9"
"444","Finland",1,"Religious",0,90,0,29,4,8,NA,"9"
"445","Finland",1,"Religious",0,10,1,25,4,5,NA,"10"
"446","Finland",0,"Religious",0,5,0,20,3,4,NA,"9"
"447","Finland",0,"Religious",0,1,0,30,7,7,NA,"12"
"448","Finland",0,"Religious",0,0,1,25,1,3,NA,"9"
"449","Finland",0,"Religious",0,0,0,28,4,8,NA,"10"
"450","Finland",1,"Religious",0,40,0,25,4,7,NA,"12"
"451","Finland",0,"Religious",0,0,1,51,3,4,NA,"9"
"452","Finland",0,"Religious",0,1,0,30,3,4,NA,"3"
"453","Finland",0,"Religious",0,100,1,29,4,5,NA,"10"
"454","Finland",1,"Religious",0,0,0,25,4,6,NA,"3"
"456","Finland",0,"Religious",0,7,0,28,4,4,NA,"9"
"457","Finland",0,"Religious",0,5,1,21,3,7,NA,"3"
"458","Finland",0,"Religious",0,0,NA,20,2,3,NA,"3"
"459","Finland",0,"Religious",0,1,1,18,1,6,NA,"3"
"460","Finland",0,"Religious",0,0,1,25,4,7,NA,"9"
"461","Finland",0,"Religious",0,10,0,26,3,6,NA,"3"
"462","Finland",1,"Religious",0,60,1,25,4,5,NA,"3"
"463","Finland",0,"Religious",0,2,1,29,4,2,NA,"3"
"464","Finland",0,"Religious",0,70,1,30,4,7,NA,"11"
"465","Finland",0,"Religious",0,100,0,24,4,6,NA,"9"
"466","Finland",0,"Religious",0,100,1,24,4,5,NA,"3"
"467","Finland",0,"Religious",0,0,1,27,4,4,NA,"10"
"468","Finland",1,"Religious",0,10,1,26,4,7,NA,"9"
"469","Finland",0,"Religious",0,10,1,23,4,7,NA,"3"
"470","Finland",0,"Religious",0,0,0,18,1,3,NA,"3"
"471","Finland",0,"Religious",0,20,1,23,1,3,NA,"9"
"472","Finland",1,"Religious",0,100,1,32,6,8,NA,"3"
"473","Finland",1,"Religious",0,80,0,25,3,5,NA,"3"
